CustomerID,ContractYears,ContractMonths,MRR
FDIVMI,3,1,1430.0
FDIVMI,4,1,1430.0
FDIVMI,5,1,1430.0
ZJN6S8,2,1,1280.0
ZJN6S8,3,1,1280.0
ZJN6S8,4,1,1280.0
ZJN6S8,5,1,1280.0
8PIVEA,2,1,2860.0
8PIVEA,3,1,2860.0
8PIVEA,4,1,2860.0
P24GPD,2,1,1580.0
P24GPD,3,1,1580.0
P24GPD,4,1,1580.0
P24GPD,5,1,1580.0
I5DTXQ,2,1,1860.0
I5DTXQ,3,1,1860.0
I5DTXQ,4,1,1860.0
I5DTXQ,5,1,1860.0
4DSTBL,2,1,1320.0
4DSTBL,3,1,1320.0
4DSTBL,4,1,1320.0
4DSTBL,5,1,1320.0
PZYMKG,2,1,1090.0
PZYMKG,3,1,1090.0
PZYMKG,4,1,1090.0
PZYMKG,5,1,1090.0
BHL6IS,2,1,1740.0
BHL6IS,3,1,1740.0
BHL6IS,4,1,1740.0
BHL6IS,5,1,1740.0
U3QEZF,2,1,1180.0
U3QEZF,3,1,1180.0
U3QEZF,4,1,1180.0
U3QEZF,5,1,1180.0
24DMM5,2,1,1430.0
24DMM5,3,1,1430.0
24DMM5,4,1,1430.0
24DMM5,5,1,1430.0
GO62AF,2,1,1920.0
GO62AF,3,1,1920.0
GO62AF,4,1,1920.0
GO62AF,5,1,1920.0
UN3DCL,2,1,1590.0
UN3DCL,3,1,1590.0
UN3DCL,4,1,1590.0
UN3DCL,5,1,1590.0
YTEN8L,2,1,730.0
YTEN8L,3,1,730.0
YTEN8L,4,1,730.0
YTEN8L,5,1,730.0
2MGH1H,2,1,1620.0
2MGH1H,3,1,1620.0
2MGH1H,4,1,1620.0
2MGH1H,5,1,1620.0
U0OQ8X,2,1,1940.0
U0OQ8X,3,1,1940.0
U0OQ8X,4,1,1940.0
U0OQ8X,5,1,1940.0
IJWDA4,2,1,680.0
IJWDA4,3,1,680.0
IJWDA4,4,1,680.0
IJWDA4,5,1,680.0
FQHCP1,2,1,1840.0
FQHCP1,3,1,1840.0
FQHCP1,4,1,1840.0
FQHCP1,5,1,1840.0
BBUO1C,2,1,1750.0
BBUO1C,3,1,1750.0
BBUO1C,4,1,1750.0
BBUO1C,5,1,1750.0
32D68S,3,1,2110.0
32D68S,4,1,2110.0
32D68S,5,1,2110.0
49WRUD,2,1,1090.0
49WRUD,3,1,1090.0
49WRUD,4,1,1090.0
49WRUD,5,1,1090.0
EMJLYB,2,1,960.0
EMJLYB,3,1,960.0
EMJLYB,4,1,960.0
EMJLYB,5,1,960.0
VD81CV,2,1,1640.0
VD81CV,3,1,1640.0
VD81CV,4,1,1640.0
VD81CV,5,1,1640.0
2ZDAJ1,2,1,800.0
2ZDAJ1,3,1,800.0
2ZDAJ1,4,1,800.0
2ZDAJ1,5,1,800.0
1GRPLK,2,1,1500.0
1GRPLK,3,1,1500.0
1GRPLK,4,1,1500.0
1GRPLK,5,1,1500.0
Z73VCW,2,1,1090.0
Z73VCW,3,1,1090.0
Z73VCW,5,1,1090.0
EBGBWL,2,1,1190.0
EBGBWL,3,1,1190.0
EBGBWL,4,1,1190.0
EBGBWL,5,1,1190.0
FKBZDL,2,1,1710.0
FKBZDL,3,1,1710.0
FKBZDL,4,1,1710.0
PLN8AV,2,1,1110.0
PLN8AV,3,1,1110.0
PLN8AV,4,1,1110.0
PLN8AV,5,1,1110.0
CNGEHQ,2,1,2130.0
CNGEHQ,3,1,2130.0
CNGEHQ,4,1,2130.0
CNGEHQ,5,1,2130.0
6G8JS7,2,1,1350.0
6G8JS7,3,1,1350.0
6G8JS7,4,1,1350.0
6G8JS7,5,1,1350.0
11ICCW,2,1,1420.0
11ICCW,3,1,1420.0
11ICCW,4,1,1420.0
11ICCW,5,1,1420.0
GE914G,2,1,1510.0
GE914G,3,1,1510.0
GE914G,4,1,1510.0
GE914G,5,1,1510.0
U2M82F,2,1,1500.0
U2M82F,3,1,1500.0
U2M82F,4,1,1500.0
U2M82F,5,1,1500.0
1FXMBQ,3,1,1710.0
1FXMBQ,4,1,1710.0
1FXMBQ,5,1,1710.0
CQ0LHQ,2,1,2060.0
CQ0LHQ,3,1,2060.0
CQ0LHQ,4,1,2060.0
CQ0LHQ,5,1,2060.0
66LTXC,2,1,2360.0
66LTXC,3,1,2360.0
66LTXC,4,1,2360.0
66LTXC,5,1,2360.0
3FHZS0,2,1,1040.0
3FHZS0,3,1,1040.0
3FHZS0,4,1,1040.0
3FHZS0,5,1,1040.0
YFGLGP,3,1,1150.0
YFGLGP,4,1,1150.0
YFGLGP,5,1,1150.0
WQIDMS,2,1,1670.0
WQIDMS,3,1,1670.0
WQIDMS,4,1,1670.0
WQIDMS,5,1,1670.0
7JF7AO,2,1,2500.0
7JF7AO,3,1,2500.0
7JF7AO,4,1,2500.0
7JF7AO,5,1,2500.0
MT7PI2,2,1,250.0
MT7PI2,3,1,250.0
MT7PI2,4,1,250.0
MT7PI2,5,1,250.0
ZK3YOZ,2,1,1670.0
ZK3YOZ,3,1,1670.0
ZK3YOZ,4,1,1670.0
ZK3YOZ,5,1,1670.0
Y9PYZ7,2,1,2600.0
Y9PYZ7,3,1,2600.0
Y9PYZ7,4,1,2600.0
Y9PYZ7,5,1,2600.0
PDQ1S5,2,1,1310.0
PDQ1S5,3,1,1310.0
PDQ1S5,4,1,1310.0
PDQ1S5,5,1,1310.0
0C5BSF,2,1,2260.0
0C5BSF,3,1,2260.0
0C5BSF,4,1,2260.0
0C5BSF,5,1,2260.0
OSA7O2,2,1,3130.0
OSA7O2,3,1,3130.0
OSA7O2,4,1,3130.0
OSA7O2,5,1,3130.0
5OVWJM,2,1,2080.0
5OVWJM,3,1,2080.0
5OVWJM,4,1,2080.0
5OVWJM,5,1,2080.0
S3J4YX,2,1,1780.0
S3J4YX,3,1,1780.0
S3J4YX,4,1,1780.0
S3J4YX,5,1,1780.0
814R9D,2,1,1790.0
814R9D,3,1,1790.0
814R9D,4,1,1790.0
814R9D,5,1,1790.0
9JI090,2,1,970.0
9JI090,3,1,970.0
9JI090,4,1,970.0
9JI090,5,1,970.0
LDYM55,3,1,1960.0
LDYM55,4,1,1960.0
LDYM55,5,1,1960.0
S10307,2,1,1910.0
S10307,3,1,1910.0
S10307,4,1,1910.0
S10307,5,1,1910.0
T9CP7A,2,1,1200.0
T9CP7A,3,1,1200.0
T9CP7A,4,1,1200.0
T9CP7A,5,1,1200.0
171J7X,2,1,1600.0
171J7X,3,1,1600.0
171J7X,5,1,1600.0
HWOVSO,2,1,1440.0
HWOVSO,3,1,1440.0
HWOVSO,4,1,1440.0
HWOVSO,5,1,1440.0
DRF7A1,2,1,1580.0
DRF7A1,3,1,1580.0
DRF7A1,4,1,1580.0
DRF7A1,5,1,1580.0
U6TMI5,2,1,1940.0
U6TMI5,3,1,1940.0
U6TMI5,4,1,1940.0
U6TMI5,5,1,1940.0
7E1AB2,2,1,1390.0
7E1AB2,3,1,1390.0
7E1AB2,4,1,1390.0
7E1AB2,5,1,1390.0
HSYLH6,2,1,2450.0
HSYLH6,3,1,2450.0
HSYLH6,4,1,2450.0
HSYLH6,5,1,2450.0
V4CE5Z,2,1,1780.0
V4CE5Z,3,1,1780.0
V4CE5Z,4,1,1780.0
V4CE5Z,5,1,1780.0
I57A8Q,2,1,1290.0
I57A8Q,3,1,1290.0
I57A8Q,4,1,1290.0
I57A8Q,5,1,1290.0
VGOUD6,2,1,1850.0
VGOUD6,3,1,1850.0
VGOUD6,4,1,1850.0
VGOUD6,5,1,1850.0
BOJ8R5,2,1,1530.0
BOJ8R5,3,1,1530.0
BOJ8R5,4,1,1530.0
BOJ8R5,5,1,1530.0
182HDS,2,1,1510.0
182HDS,3,1,1510.0
182HDS,4,1,1510.0
182HDS,5,1,1510.0
B2X7AH,2,1,1610.0
B2X7AH,3,1,1610.0
B2X7AH,4,1,1610.0
B2X7AH,5,1,1610.0
KWPN8L,2,1,1100.0
KWPN8L,3,1,1100.0
KWPN8L,4,1,1100.0
KWPN8L,5,1,1100.0
B2FLXE,2,1,2000.0
B2FLXE,3,1,2000.0
B2FLXE,4,1,2000.0
B2FLXE,5,1,2000.0
63JHNY,2,1,2420.0
63JHNY,3,1,2420.0
63JHNY,4,1,2420.0
63JHNY,5,1,2420.0
N3B975,2,1,1930.0
N3B975,3,1,1930.0
N3B975,4,1,1930.0
N3B975,5,1,1930.0
RP1Z1O,2,1,1630.0
RP1Z1O,3,1,1630.0
RP1Z1O,4,1,1630.0
RP1Z1O,5,1,1630.0
003QCQ,2,1,1570.0
003QCQ,3,1,1570.0
003QCQ,4,1,1570.0
003QCQ,5,1,1570.0
A138UW,2,1,1730.0
A138UW,3,1,1730.0
A138UW,5,1,1730.0
H97X73,2,1,1760.0
H97X73,3,1,1760.0
H97X73,4,1,1760.0
H97X73,5,1,1760.0
WGMASI,2,1,1780.0
WGMASI,3,1,1780.0
WGMASI,4,1,1780.0
WGMASI,5,1,1780.0
L9J330,2,1,1110.0
L9J330,3,1,1110.0
L9J330,4,1,1110.0
L9J330,5,1,1110.0
9O26IZ,2,1,1640.0
9O26IZ,3,1,1640.0
9O26IZ,4,1,1640.0
9O26IZ,5,1,1640.0
MINTFH,2,1,300.0
MINTFH,3,1,300.0
MINTFH,4,1,300.0
MINTFH,5,1,300.0
SB76FT,2,1,1400.0
SB76FT,3,1,1400.0
SB76FT,4,1,1400.0
SB76FT,5,1,1400.0
MMX7S7,2,1,1250.0
MMX7S7,3,1,1250.0
MMX7S7,4,1,1250.0
MMX7S7,5,1,1250.0
RDLSY1,2,1,1520.0
RDLSY1,3,1,1520.0
RDLSY1,4,1,1520.0
RDLSY1,5,1,1520.0
H2216C,2,1,2570.0
H2216C,3,1,2570.0
H2216C,4,1,2570.0
H2216C,5,1,2570.0
6M9E6W,2,1,1980.0
6M9E6W,3,1,1980.0
6M9E6W,4,1,1980.0
6M9E6W,5,1,1980.0
C8KIJL,2,1,2470.0
C8KIJL,3,1,2470.0
C8KIJL,4,1,2470.0
C8KIJL,5,1,2470.0
H745RE,2,1,1170.0
H745RE,3,1,1170.0
H745RE,4,1,1170.0
H745RE,5,1,1170.0
TWX66E,2,1,1910.0
TWX66E,3,1,1910.0
TWX66E,4,1,1910.0
TWX66E,5,1,1910.0
4FZRZS,2,1,2580.0
4FZRZS,3,1,2580.0
4FZRZS,4,1,2580.0
4FZRZS,5,1,2580.0
4I6KON,3,1,1100.0
4I6KON,4,1,1100.0
4I6KON,5,1,1100.0
4JCVCO,2,1,870.0
4JCVCO,3,1,870.0
4JCVCO,4,1,870.0
4JCVCO,5,1,870.0
4POZNQ,2,1,2550.0
4POZNQ,3,1,2550.0
4POZNQ,4,1,2550.0
4POZNQ,5,1,2550.0
XXYZXB,2,1,1360.0
XXYZXB,3,1,1360.0
XXYZXB,4,1,1360.0
XXYZXB,5,1,1360.0
XMJTTJ,2,1,1030.0
XMJTTJ,3,1,1030.0
XMJTTJ,4,1,1030.0
XMJTTJ,5,1,1030.0
95X2GN,3,1,1220.0
95X2GN,4,1,1220.0
95X2GN,5,1,1220.0
QAPMTB,2,1,920.0
QAPMTB,3,1,920.0
QAPMTB,4,1,920.0
QAPMTB,5,1,920.0
JBO9A2,2,1,920.0
JBO9A2,3,1,920.0
JBO9A2,4,1,920.0
JBO9A2,5,1,920.0
SITB5V,2,1,1150.0
SITB5V,3,1,1150.0
SITB5V,4,1,1150.0
SITB5V,5,1,1150.0
PL1NF4,2,1,1170.0
PL1NF4,3,1,1170.0
PL1NF4,4,1,1170.0
PL1NF4,5,1,1170.0
HEBYK8,2,1,1440.0
HEBYK8,3,1,1440.0
HEBYK8,4,1,1440.0
HEBYK8,5,1,1440.0
GRI0HI,2,1,1290.0
GRI0HI,3,1,1290.0
GRI0HI,4,1,1290.0
GRI0HI,5,1,1290.0
4QH3ZH,2,1,1680.0
4QH3ZH,3,1,1680.0
4QH3ZH,4,1,1680.0
4QH3ZH,5,1,1680.0
XKBIL9,2,1,2400.0
XKBIL9,3,1,2400.0
XKBIL9,4,1,2400.0
XKBIL9,5,1,2400.0
QXG16I,2,1,2410.0
QXG16I,3,1,2410.0
QXG16I,4,1,2410.0
QXG16I,5,1,2410.0
U3P29U,2,1,1810.0
U3P29U,3,1,1810.0
U3P29U,4,1,1810.0
U3P29U,5,1,1810.0
868KDS,2,1,1980.0
868KDS,3,1,1980.0
868KDS,4,1,1980.0
868KDS,5,1,1980.0
1TG2TY,2,1,1780.0
1TG2TY,3,1,1780.0
1TG2TY,4,1,1780.0
1TG2TY,5,1,1780.0
WMXRY9,2,1,1780.0
WMXRY9,3,1,1780.0
WMXRY9,4,1,1780.0
WMXRY9,5,1,1780.0
JUZQQE,2,1,360.0
JUZQQE,3,1,360.0
JUZQQE,4,1,360.0
JUZQQE,5,1,360.0
6Y9HY9,2,1,1490.0
6Y9HY9,3,1,1490.0
6Y9HY9,4,1,1490.0
6Y9HY9,5,1,1490.0
O6I2EH,2,1,2890.0
O6I2EH,3,1,2890.0
O6I2EH,4,1,2890.0
O6I2EH,5,1,2890.0
0GJ2FJ,2,1,1480.0
0GJ2FJ,3,1,1480.0
0GJ2FJ,4,1,1480.0
0GJ2FJ,5,1,1480.0
M699VH,2,1,1670.0
M699VH,3,1,1670.0
M699VH,4,1,1670.0
M699VH,5,1,1670.0
APQ8P0,2,1,2210.0
APQ8P0,3,1,2210.0
APQ8P0,4,1,2210.0
APQ8P0,5,1,2210.0
TX3KHJ,2,1,1940.0
TX3KHJ,3,1,1940.0
TX3KHJ,4,1,1940.0
TX3KHJ,5,1,1940.0
2WFD56,2,1,1960.0
2WFD56,3,1,1960.0
2WFD56,4,1,1960.0
2WFD56,5,1,1960.0
CYP3ID,2,1,1620.0
CYP3ID,3,1,1620.0
CYP3ID,4,1,1620.0
CYP3ID,5,1,1620.0
Z6LW3X,2,1,1870.0
Z6LW3X,3,1,1870.0
Z6LW3X,4,1,1870.0
Z6LW3X,5,1,1870.0
WM1DP1,2,1,1450.0
WM1DP1,3,1,1450.0
WM1DP1,4,1,1450.0
WM1DP1,5,1,1450.0
CSXWV2,2,1,330.0
CSXWV2,3,1,330.0
CSXWV2,4,1,330.0
CSXWV2,5,1,330.0
K35L1T,2,1,1640.0
K35L1T,2,1,1640.0
K35L1T,3,1,1640.0
K35L1T,4,1,1640.0
K35L1T,5,1,1640.0
VWHG2Q,2,1,720.0
VWHG2Q,3,1,720.0
VWHG2Q,4,1,720.0
VWHG2Q,5,1,720.0
53C0EU,2,1,1280.0
53C0EU,3,1,1280.0
53C0EU,4,1,1280.0
53C0EU,5,1,1280.0
9DO0UE,2,1,2180.0
9DO0UE,3,1,2180.0
9DO0UE,4,1,2180.0
9DO0UE,5,1,2180.0
FTIA2F,2,1,1650.0
FTIA2F,3,1,1650.0
FTIA2F,4,1,1650.0
FTIA2F,5,1,1650.0
OQXLZK,2,1,2350.0
OQXLZK,3,1,2350.0
OQXLZK,4,1,2350.0
OQXLZK,5,1,2350.0
XYVJPZ,2,1,2500.0
XYVJPZ,3,1,2500.0
XYVJPZ,4,1,2500.0
XYVJPZ,5,1,2500.0
CGIAPT,2,1,1030.0
CGIAPT,3,1,1030.0
CGIAPT,4,1,1030.0
CGIAPT,5,1,1030.0
XENORF,2,1,1550.0
XENORF,3,1,1550.0
XENORF,4,1,1550.0
XENORF,5,1,1550.0
BLD2TR,2,1,1220.0
BLD2TR,3,1,1220.0
BLD2TR,4,1,1220.0
BLD2TR,5,1,1220.0
3RH7BW,2,1,2630.0
3RH7BW,3,1,2630.0
3RH7BW,4,1,2630.0
3RH7BW,5,1,2630.0
89QEZH,2,1,1610.0
89QEZH,3,1,1610.0
89QEZH,4,1,1610.0
89QEZH,5,1,1610.0
XLKRZZ,2,1,1290.0
XLKRZZ,3,1,1290.0
XLKRZZ,4,1,1290.0
XLKRZZ,5,1,1290.0
HX3HON,2,1,980.0
HX3HON,3,1,980.0
HX3HON,4,1,980.0
HX3HON,5,1,980.0
YCRX4S,2,1,470.0
YCRX4S,3,1,470.0
YCRX4S,4,1,470.0
YCRX4S,5,1,470.0
HU8S9Q,2,1,1710.0
HU8S9Q,3,1,1710.0
HU8S9Q,4,1,1710.0
HU8S9Q,5,1,1710.0
ERX4AV,2,1,1420.0
ERX4AV,3,1,1420.0
ERX4AV,4,1,1420.0
ERX4AV,5,1,1420.0
B8C4E7,2,1,1530.0
B8C4E7,3,1,1530.0
B8C4E7,4,1,1530.0
B8C4E7,5,1,1530.0
TLMODD,2,1,2160.0
TLMODD,3,1,2160.0
TLMODD,4,1,2160.0
TLMODD,5,1,2160.0
D0YL6G,2,1,1900.0
D0YL6G,3,1,1900.0
D0YL6G,4,1,1900.0
D0YL6G,5,1,1900.0
089R99,2,1,2310.0
089R99,3,1,2310.0
089R99,4,1,2310.0
089R99,5,1,2310.0
OBKETQ,2,1,2050.0
OBKETQ,3,1,2050.0
OBKETQ,4,1,2050.0
OBKETQ,5,1,2050.0
BUSJI6,2,1,1830.0
BUSJI6,3,1,1830.0
BUSJI6,4,1,1830.0
BUSJI6,5,1,1830.0
6P0F3I,2,1,1100.0
6P0F3I,3,1,1100.0
6P0F3I,4,1,1100.0
6P0F3I,5,1,1100.0
37R7QV,2,1,1190.0
37R7QV,3,1,1190.0
37R7QV,4,1,1190.0
37R7QV,5,1,1190.0
5XHY0O,2,1,600.0
5XHY0O,3,1,600.0
5XHY0O,4,1,600.0
5XHY0O,5,1,600.0
KL0IL4,2,1,660.0
KL0IL4,3,1,660.0
KL0IL4,4,1,660.0
KL0IL4,5,1,660.0
3P1VTN,2,1,1820.0
3P1VTN,3,1,1820.0
3P1VTN,4,1,1820.0
3P1VTN,5,1,1820.0
MXY3O7,2,1,1300.0
MXY3O7,3,1,1300.0
MXY3O7,4,1,1300.0
MXY3O7,5,1,1300.0
60QYGQ,2,1,1270.0
60QYGQ,3,1,1270.0
60QYGQ,4,1,1270.0
60QYGQ,5,1,1270.0
NK4JEU,2,1,800.0
NK4JEU,3,1,800.0
NK4JEU,4,1,800.0
NK4JEU,5,1,800.0
DPBW0B,2,1,1430.0
DPBW0B,3,1,1430.0
DPBW0B,4,1,1430.0
DPBW0B,5,1,1430.0
26IQG2,2,1,1830.0
26IQG2,3,1,1830.0
26IQG2,4,1,1830.0
26IQG2,5,1,1830.0
C56GCZ,2,1,1880.0
C56GCZ,3,1,1880.0
C56GCZ,4,1,1880.0
C56GCZ,5,1,1880.0
BTKGVO,2,1,1020.0
BTKGVO,3,1,1020.0
BTKGVO,4,1,1020.0
BTKGVO,5,1,1020.0
ICLPAJ,2,1,1250.0
ICLPAJ,3,1,1250.0
ICLPAJ,4,1,1250.0
ICLPAJ,5,1,1250.0
40OAIS,2,1,2080.0
40OAIS,3,1,2080.0
40OAIS,4,1,2080.0
40OAIS,5,1,2080.0
0DJKST,2,1,2490.0
0DJKST,3,1,2490.0
0DJKST,4,1,2490.0
0DJKST,5,1,2490.0
0RYELV,2,1,1380.0
0RYELV,3,1,1380.0
0RYELV,4,1,1380.0
0RYELV,5,1,1380.0
9MN6TO,2,1,1270.0
9MN6TO,3,1,1270.0
9MN6TO,4,1,1270.0
9MN6TO,5,1,1270.0
3S5Q3F,2,1,2160.0
3S5Q3F,4,1,2160.0
3S5Q3F,5,1,2160.0
LXEKDW,2,1,2170.0
LXEKDW,3,1,2170.0
LXEKDW,4,1,2170.0
LXEKDW,5,1,2170.0
3V8EI9,2,1,940.0
3V8EI9,3,1,940.0
3V8EI9,4,1,940.0
3V8EI9,5,1,940.0
FF6SBN,2,1,2520.0
FF6SBN,3,1,2520.0
FF6SBN,4,1,2520.0
FF6SBN,5,1,2520.0
N4D0II,2,1,1750.0
N4D0II,3,1,1750.0
N4D0II,4,1,1750.0
N4D0II,5,1,1750.0
PASTOQ,2,1,2200.0
PASTOQ,3,1,2200.0
PASTOQ,4,1,2200.0
PASTOQ,5,1,2200.0
41PMFR,2,1,2570.0
41PMFR,3,1,2570.0
41PMFR,4,1,2570.0
41PMFR,5,1,2570.0
2TC8FF,2,1,1590.0
2TC8FF,3,1,1590.0
2TC8FF,4,1,1590.0
2TC8FF,5,1,1590.0
474LTL,2,1,1930.0
474LTL,3,1,1930.0
474LTL,4,1,1930.0
474LTL,5,1,1930.0
41F77Q,2,1,2070.0
41F77Q,3,1,2070.0
41F77Q,4,1,2070.0
41F77Q,5,1,2070.0
YJ8SAD,2,1,1350.0
YJ8SAD,3,1,1350.0
YJ8SAD,4,1,1350.0
YJ8SAD,5,1,1350.0
UOI4A8,2,1,330.0
UOI4A8,3,1,330.0
UOI4A8,4,1,330.0
UOI4A8,5,1,330.0
VAY2IW,2,1,1600.0
VAY2IW,3,1,1600.0
VAY2IW,4,1,1600.0
VAY2IW,5,1,1600.0
HQJM21,2,1,1800.0
HQJM21,3,1,1800.0
HQJM21,4,1,1800.0
HQJM21,5,1,1800.0
KZI4GU,2,1,1280.0
KZI4GU,3,1,1280.0
KZI4GU,4,1,1280.0
KZI4GU,5,1,1280.0
8WNZJG,2,1,1760.0
8WNZJG,3,1,1760.0
8WNZJG,4,1,1760.0
8WNZJG,5,1,1760.0
Y70L4F,2,1,1140.0
Y70L4F,4,1,1140.0
Y70L4F,5,1,1140.0
BEKISC,2,1,1790.0
BEKISC,3,1,1790.0
BEKISC,4,1,1790.0
BEKISC,5,1,1790.0
QLKICS,2,1,1210.0
QLKICS,3,1,1210.0
QLKICS,4,1,1210.0
QLKICS,5,1,1210.0
7TM3J3,2,1,1500.0
7TM3J3,3,1,1500.0
7TM3J3,4,1,1500.0
7TM3J3,5,1,1500.0
7ZG883,2,1,1270.0
7ZG883,3,1,1270.0
7ZG883,4,1,1270.0
7ZG883,5,1,1270.0
IZX3QX,2,1,1590.0
IZX3QX,3,1,1590.0
IZX3QX,4,1,1590.0
BG6A87,2,1,1720.0
BG6A87,3,1,1720.0
BG6A87,4,1,1720.0
BG6A87,5,1,1720.0
WV5USG,2,1,2050.0
WV5USG,3,1,2050.0
WV5USG,4,1,2050.0
WV5USG,5,1,2050.0
MPO7ZG,2,1,1390.0
MPO7ZG,3,1,1390.0
MPO7ZG,4,1,1390.0
MPO7ZG,5,1,1390.0
K4CAQL,2,1,1380.0
K4CAQL,3,1,1380.0
K4CAQL,5,1,1380.0
W4L6M1,2,1,450.0
W4L6M1,3,1,450.0
W4L6M1,4,1,450.0
W4L6M1,5,1,450.0
X4RRMC,2,1,1620.0
X4RRMC,3,1,1620.0
X4RRMC,4,1,1620.0
X4RRMC,5,1,1620.0
O5A0V6,2,1,560.0
O5A0V6,3,1,560.0
O5A0V6,4,1,560.0
O5A0V6,5,1,560.0
1FVZB0,2,1,1060.0
1FVZB0,3,1,1060.0
1FVZB0,4,1,1060.0
1FVZB0,5,1,1060.0
TUQMWO,2,1,1570.0
TUQMWO,3,1,1570.0
TUQMWO,4,1,1570.0
TUQMWO,5,1,1570.0
5BWM21,2,1,2180.0
5BWM21,3,1,2180.0
5BWM21,4,1,2180.0
5BWM21,5,1,2180.0
OBYS3X,2,1,2300.0
OBYS3X,3,1,2300.0
OBYS3X,4,1,2300.0
OBYS3X,5,1,2300.0
K3RBWW,2,1,1710.0
K3RBWW,3,1,1710.0
K3RBWW,4,1,1710.0
K3RBWW,5,1,1710.0
K31EWR,2,1,2350.0
K31EWR,3,1,2350.0
K31EWR,4,1,2350.0
K31EWR,5,1,2350.0
NGFUJW,2,1,1430.0
NGFUJW,3,1,1430.0
NGFUJW,4,1,1430.0
NGFUJW,5,1,1430.0
97U9GP,2,1,1690.0
97U9GP,3,1,1690.0
97U9GP,4,1,1690.0
97U9GP,5,1,1690.0
B2EGNK,2,1,1700.0
B2EGNK,3,1,1700.0
B2EGNK,4,1,1700.0
B2EGNK,5,1,1700.0
NQCXQX,2,1,1160.0
NQCXQX,3,1,1160.0
NQCXQX,4,1,1160.0
NQCXQX,5,1,1160.0
2U9HDQ,2,1,710.0
2U9HDQ,3,1,710.0
2U9HDQ,4,1,710.0
2U9HDQ,5,1,710.0
FC5DBS,2,1,1250.0
FC5DBS,3,1,1250.0
FC5DBS,4,1,1250.0
FC5DBS,5,1,1250.0
0TOYMN,2,1,1130.0
0TOYMN,3,1,1130.0
0TOYMN,4,1,1130.0
0TOYMN,5,1,1130.0
7S835R,2,1,2480.0
7S835R,4,1,2480.0
7S835R,5,1,2480.0
UN5W26,2,1,1460.0
UN5W26,3,1,1460.0
UN5W26,4,1,1460.0
UN5W26,5,1,1460.0
5B8N0X,2,1,1540.0
5B8N0X,3,1,1540.0
5B8N0X,4,1,1540.0
5B8N0X,5,1,1540.0
PZTH62,2,1,840.0
PZTH62,3,1,840.0
PZTH62,4,1,840.0
PZTH62,5,1,840.0
3RSNK8,2,1,2020.0
3RSNK8,3,1,2020.0
3RSNK8,4,1,2020.0
3RSNK8,5,1,2020.0
6107NR,2,1,2140.0
6107NR,3,1,2140.0
6107NR,4,1,2140.0
6107NR,5,1,2140.0
ZTSTMF,2,1,1210.0
ZTSTMF,3,1,1210.0
ZTSTMF,4,1,1210.0
ZTSTMF,5,1,1210.0
BA0B0Q,2,1,1030.0
BA0B0Q,3,1,1030.0
BA0B0Q,4,1,1030.0
BA0B0Q,5,1,1030.0
O5BCV2,2,1,1430.0
O5BCV2,3,1,1430.0
O5BCV2,4,1,1430.0
O5BCV2,4,1,1430.0
O5BCV2,5,1,1430.0
63FBIN,2,1,1660.0
63FBIN,3,1,1660.0
63FBIN,4,1,1660.0
63FBIN,5,1,1660.0
HVBBWA,2,1,990.0
HVBBWA,3,1,990.0
HVBBWA,4,1,990.0
HVBBWA,5,1,990.0
644TB0,2,1,1330.0
644TB0,3,1,1330.0
644TB0,4,1,1330.0
644TB0,5,1,1330.0
U1IQE6,2,1,1270.0
U1IQE6,3,1,1270.0
U1IQE6,4,1,1270.0
U1IQE6,5,1,1270.0
DQVH5J,2,1,2580.0
DQVH5J,3,1,2580.0
DQVH5J,4,1,2580.0
QU3X7K,2,1,1670.0
QU3X7K,3,1,1670.0
QU3X7K,4,1,1670.0
QU3X7K,5,1,1670.0
G1C1FY,2,1,2140.0
G1C1FY,3,1,2140.0
G1C1FY,4,1,2140.0
G1C1FY,5,1,2140.0
I6QPAT,2,1,1540.0
I6QPAT,3,1,1540.0
I6QPAT,4,1,1540.0
I6QPAT,5,1,1540.0
FWIXQX,2,1,570.0
FWIXQX,3,1,570.0
FWIXQX,4,1,570.0
FWIXQX,5,1,570.0
ZH8T4N,2,1,1160.0
ZH8T4N,3,1,1160.0
ZH8T4N,4,1,1160.0
ZH8T4N,5,1,1160.0
BYCCA1,2,1,1580.0
BYCCA1,3,1,1580.0
BYCCA1,4,1,1580.0
BYCCA1,5,1,1580.0
56H3BS,2,1,2090.0
56H3BS,3,1,2090.0
56H3BS,4,1,2090.0
56H3BS,5,1,2090.0
ELUDDX,2,1,1360.0
ELUDDX,3,1,1360.0
ELUDDX,4,1,1360.0
ELUDDX,5,1,1360.0
Q4Z4NW,2,1,1420.0
Q4Z4NW,3,1,1420.0
Q4Z4NW,4,1,1420.0
Q4Z4NW,5,1,1420.0
DLUFLS,2,1,2020.0
DLUFLS,3,1,2020.0
DLUFLS,4,1,2020.0
DLUFLS,5,1,2020.0
ZC3DF6,2,1,2310.0
ZC3DF6,3,1,2310.0
ZC3DF6,4,1,2310.0
ZC3DF6,5,1,2310.0
N4BOHO,2,1,1250.0
N4BOHO,3,1,1250.0
N4BOHO,4,1,1250.0
N4BOHO,5,1,1250.0
AGNDKQ,2,1,2090.0
AGNDKQ,2,1,2090.0
AGNDKQ,3,1,2090.0
AGNDKQ,4,1,2090.0
AGNDKQ,5,1,2090.0
BY40H0,2,1,210.0
BY40H0,3,1,210.0
BY40H0,4,1,210.0
